employeenumber,age,attrition,businesstravel,dailyrate,distancefromhome,education,educationfield,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,remotework
400,44,No,travel rarely,1459.0,10,4,other,4,Male,41,3,2, healthcare representative ,4,married,64650.0,19121,2,No,13,3.0,4,0,10.0,5,4.0,4,1,3,1979,No
470,50,Yes,travel rarely,803.1,3,2,life sciences,1,Male,86,2,1, sales representative ,3,married,26830.0,3810,1,No,14,3.0,3,0,3.0,2,3.0,3,0,2,1973,Yes
490,35,No,travel rarely,890.0,2,3,marketing,4,Female,97,3,1, sales representative ,4,married,20140.0,9687,1,No,13,3.0,1,0,2.0,3,3.0,2,2,2,1988,Yes
650,28,Yes,travel rarely,1434.0,5,4,life sciences,3,Male,50,3,1, laboratory technician ,3,single,34410.0,11179,1,Yes,13,3.2,3,0,2.0,3,2.0,2,2,2,1995,Yes
720,26,No,travel rarely,1443.0,22,3,life sciences,22,Female,47,2,2, sales executive ,4,married,48620.0,21436,7,Yes,19,3.0,3,1,5.0,2,2.0,2,0,0,1997,No
880,35,No,travel rarely,664.0,31,3,medical,2,Male,79,3,1, research scientist ,1,married,48620.0,5868,4,No,13,3.0,4,1,5.0,2,2.0,3,1,2,1988,Yes
1020,37,No,travel rarely,397.0,20,4,medical,1,Male,30,3,3, research director ,3,married,136640.0,25258,4,No,13,3.2,1,0,10.0,3,4.0,5,0,2,1986,Yes
1030,46,No,travel rarely,803.1,38,2,medical,38,Male,80,3,2, human resources ,2,divorced,50210.0,10425,8,Yes,22,4.0,4,1,10.0,2,3.0,4,0,2,1977,Yes
1100,34,No,travel rarely,1153.0,1,2,medical,1,Male,94,3,2, manufacturing director ,2,married,48620.0,17736,1,No,15,3.0,3,0,10.0,2,3.0,5,1,3,1989,Yes
1160,51,No,travel rarely,432.0,9,4,life sciences,4,Male,96,3,1, laboratory technician ,4,married,48620.0,18725,3,No,23,4.0,2,2,10.0,4,3.0,4,0,3,1972,Yes
1280,24,No,travel rarely,1353.0,3,2,other,1,Female,33,3,2, sales executive ,3,married,48620.0,17519,0,No,21,4.0,1,1,4.0,2,2.0,3,0,2,1999,Yes
1320,44,No,travel rarely,489.0,23,3,life sciences,2,Male,0,3,2, laboratory technician ,2,married,48620.0,25043,4,No,12,3.0,3,1,10.0,3,4.0,3,1,2,1979,Yes
1330,37,Yes,travel rarely,807.0,6,4,human resources,3,Male,63,3,1, human resources ,1,divorced,48620.0,23648,4,No,22,4.0,4,0,10.0,3,3.0,3,0,2,1986,Yes
1430,25,No,travel rarely,1280.0,7,1,life sciences,4,Male,0,2,1, research scientist ,4,married,48620.0,26897,1,No,11,3.0,3,2,10.0,2,2.8,2,2,1,1998,Yes
1710,43,No,travel rarely,957.0,26,3,medical,2,Female,72,4,1, research scientist ,3,single,47390.0,16090,4,No,12,3.0,4,0,10.0,2,3.0,3,1,2,1980,Yes
1750,31,Yes,travel rarely,542.0,20,3,life sciences,2,Female,71,1,2, sales executive ,3,married,48620.0,24788,3,Yes,11,3.0,3,1,4.0,2,3.0,2,2,2,1992,Yes
1780,36,No,travel rarely,216.0,6,2,medical,2,Male,84,3,2, manufacturing director ,2,divorced,48620.0,2819,6,No,20,4.0,4,2,7.0,0,3.0,3,0,1,1987,No
1790,51,Yes,travel frequently,1150.0,16,4,life sciences,1,Male,53,1,3, manufacturing director ,4,married,106500.0,25150,2,No,15,3.0,4,0,18.0,2,3.0,4,0,3,1972,No
1930,38,No,travel rarely,364.0,3,5,technical degree,4,Female,32,3,2, research scientist ,3,married,43170.0,2302,3,Yes,20,4.0,2,0,19.0,2,2.8,3,2,2,1985,No
1970,30,No,travel rarely,201.0,5,3,technical degree,4,Female,84,3,1, research scientist ,1,divorced,48620.0,10415,5,No,14,3.2,4,1,8.0,3,3.0,3,2,2,1993,Yes
2180,27,No,non travel,691.0,9,3,medical,4,Male,57,3,1, research scientist ,2,married,20240.0,5970,6,No,18,3.0,4,1,10.0,1,1.0,2,2,2,1996,Yes
2210,28,No,travel rarely,440.0,21,3,medical,3,Male,42,3,1, research scientist ,4,married,48620.0,6672,1,No,11,3.0,3,1,5.0,2,1.0,5,0,2,1995,Yes
2330,27,No,travel rarely,1157.0,17,3,life sciences,3,Male,51,3,1, research scientist ,2,married,30580.0,13364,0,No,16,3.0,4,1,6.0,3,2.0,5,1,1,1996,Yes
2410,56,No,travel rarely,713.0,8,3,life sciences,3,Female,67,3,1, research scientist ,1,divorced,48620.0,13939,4,No,18,3.0,3,1,10.0,3,2.8,2,2,2,1967,Yes
2450,38,No,travel rarely,803.1,9,2,life sciences,3,Female,75,3,1, laboratory technician ,4,single,48620.0,6319,1,No,12,3.2,3,0,10.0,3,2.8,2,2,1,1985,Yes
2460,31,No,travel rarely,140.0,12,1,medical,3,Female,95,3,1, research scientist ,4,married,39290.0,6984,8,No,23,4.0,3,1,7.0,0,3.0,4,0,2,1992,Yes
2470,34,No,travel rarely,629.0,27,2,medical,4,Female,95,3,1, research scientist ,2,married,48620.0,5711,2,No,15,3.0,4,0,9.0,3,3.0,3,1,2,1989,Yes
2490,50,No,travel rarely,328.0,1,3,life sciences,3,Male,86,2,1, laboratory technician ,3,married,48620.0,3425,2,No,15,3.0,4,1,10.0,2,2.0,3,0,2,1973,No
2500,53,No,travel rarely,1084.0,13,2,life sciences,4,Female,0,4,2, manufacturing director ,1,divorced,48620.0,26250,1,No,11,3.0,3,2,5.0,3,3.0,4,1,3,1970,No
2690,35,No,travel frequently,803.1,24,3,medical,2,Female,37,3,2, laboratory technician ,2,single,44250.0,15986,5,No,11,3.0,4,0,10.0,5,3.0,6,1,2,1988,Yes
2870,40,No,travel rarely,1151.0,10,5,life sciences,4,Male,63,2,2, healthcare representative ,4,married,48620.0,14242,9,No,14,3.0,4,1,5.0,5,1.0,3,0,2,1983,Yes
2880,46,No,travel rarely,644.0,1,4,life sciences,4,Male,0,3,3, healthcare representative ,1,married,48620.0,12368,7,No,16,3.0,3,1,17.0,3,3.0,4,0,3,1977,Yes
2970,30,Yes,travel rarely,1005.0,3,3,technical degree,4,Female,88,3,1, research scientist ,1,married,26570.0,8556,5,Yes,11,3.0,3,0,8.0,5,3.0,5,0,4,1993,Yes
3030,54,No,travel rarely,1147.0,3,3,life sciences,4,Female,52,3,2, sales executive ,1,married,59400.0,17011,2,No,14,3.0,4,1,16.0,4,3.0,6,0,5,1969,No
3050,33,No,travel rarely,147.0,4,4,life sciences,3,Female,47,2,1, research scientist ,2,married,26220.0,13248,6,No,21,4.0,4,0,10.0,3,3.0,3,1,1,1990,Yes
3160,52,No,travel rarely,1323.0,2,3,life sciences,3,Female,89,2,1, laboratory technician ,4,single,32120.0,3300,7,No,15,3.0,2,0,10.0,3,2.0,2,2,2,1971,Yes
3320,39,No,travel rarely,1431.0,24,4,medical,24,Female,96,3,1, laboratory technician ,3,divorced,48620.0,15417,7,No,14,3.0,3,3,7.0,1,3.0,3,1,2,1984,No
3370,31,No,travel rarely,1327.0,3,4,medical,2,Male,73,3,3, research director ,3,divorced,48620.0,13523,9,No,12,3.0,1,1,10.0,3,3.0,2,2,2,1992,Yes
3380,33,No,travel rarely,832.0,5,4,life sciences,3,Female,63,2,1, research scientist ,4,married,29110.0,14776,1,No,13,3.0,3,1,2.0,2,2.0,2,0,2,1990,Yes
3410,45,No,travel rarely,1199.0,23,4,life sciences,1,Male,77,4,2, manufacturing director ,3,married,48620.0,5118,4,No,17,3.0,4,1,9.0,1,3.0,3,0,2,1978,Yes
3470,42,No,travel rarely,916.0,17,2,life sciences,4,Female,82,4,2, research scientist ,1,single,48620.0,23016,3,Yes,13,3.0,3,0,10.0,1,3.0,3,0,2,1981,Yes
3490,29,No,travel rarely,1247.0,19,2,marketing,4,Male,45,3,2, sales executive ,4,divorced,69310.0,10732,2,No,14,3.0,4,1,10.0,2,3.0,3,0,2,1994,No
3500,25,No,travel rarely,685.0,1,3,life sciences,1,Female,62,3,2, manufacturing director ,3,married,48620.0,7505,0,No,12,3.0,4,2,5.0,3,3.0,4,1,2,1998,No
3620,32,No,travel rarely,128.0,2,1,life sciences,4,Male,84,2,2, laboratory technician ,1,married,21760.0,19737,4,No,13,3.0,4,0,9.0,5,3.0,6,0,4,1991,No
3790,21,No,travel rarely,996.0,3,2,life sciences,4,Male,100,2,1, research scientist ,3,single,32300.0,10531,1,No,17,3.0,1,0,10.0,4,4.0,3,1,0,2002,No
3800,37,No,non travel,728.0,1,4,medical,1,Female,80,3,3, research director ,4,divorced,48620.0,11677,2,Yes,18,3.0,1,2,10.0,2,3.0,5,0,2,1986,No
3930,38,No,travel rarely,688.0,23,4,life sciences,4,Male,82,3,2, healthcare representative ,4,married,48620.0,18899,9,No,14,3.0,2,1,10.0,2,3.0,2,1,2,1985,No
3940,26,Yes,travel rarely,1449.0,16,4,medical,1,Male,45,3,1, laboratory technician ,2,divorced,48620.0,14180,2,Yes,13,3.0,4,1,10.0,2,3.0,3,0,2,1997,No
3960,49,No,travel rarely,636.0,10,4,life sciences,3,Female,0,3,5, research director ,1,single,186650.0,25594,9,Yes,11,3.0,4,0,10.0,4,3.0,3,1,2,1974,Yes
4030,37,No,travel frequently,889.0,9,3,medical,2,Male,53,3,1, research scientist ,4,married,48620.0,11411,1,No,12,3.0,3,3,10.0,3,2.0,4,1,2,1986,No
4230,31,No,travel rarely,691.0,11,4,life sciences,11,Male,86,3,1, research scientist ,4,married,48620.0,10077,0,No,12,3.0,3,1,10.0,4,3.0,5,0,3,1992,Yes
4240,31,No,travel rarely,106.0,2,3,human resources,1,Male,62,2,2, human resources ,1,married,64100.0,17822,3,No,12,3.0,4,0,10.0,1,3.0,2,1,0,1992,No
4330,52,Yes,travel rarely,723.0,17,4,medical,17,Male,85,2,2, research scientist ,2,married,49410.0,17747,2,No,15,3.2,1,0,11.0,3,2.0,8,7,7,1971,No
4400,28,Yes,travel rarely,1157.0,2,4,medical,1,Male,84,1,1, research scientist ,4,married,48620.0,24737,5,Yes,13,3.0,4,0,10.0,4,2.0,3,2,2,1995,Yes
4470,47,No,travel rarely,1482.0,5,5,life sciences,4,Male,42,3,5, research director ,3,married,48620.0,16375,4,No,11,3.0,2,1,21.0,2,3.0,3,1,1,1976,No
4550,29,No,travel rarely,738.0,9,5,other,2,Male,30,2,1, laboratory technician ,4,married,39830.0,7621,0,No,17,3.0,3,0,4.0,2,2.8,3,2,2,1994,Yes
4600,37,No,travel rarely,1192.0,5,2,medical,4,Male,61,3,2, manufacturing director ,4,married,63470.0,23177,7,No,16,3.0,3,2,8.0,2,2.0,6,0,4,1986,Yes
4650,23,No,travel rarely,1309.0,26,1,life sciences,3,Male,83,3,1, research scientist ,4,married,29040.0,16092,1,No,12,3.0,3,2,10.0,2,2.0,4,0,2,2000,No
4700,42,No,travel rarely,544.0,2,1,life sciences,3,Male,52,3,1, human resources ,3,divorced,26960.0,24017,0,Yes,11,3.0,3,1,4.0,5,3.0,3,1,0,1981,No
4750,30,No,travel rarely,641.0,25,2,life sciences,4,Female,85,3,2, sales executive ,3,married,48620.0,6069,7,No,12,3.0,2,1,4.0,2,4.0,2,2,2,1993,No
4780,21,Yes,travel rarely,756.0,31,1,life sciences,1,Female,99,2,1, sales representative ,2,single,21740.0,9150,1,No,11,3.0,3,0,3.0,3,3.0,3,1,2,2002,Yes
4820,57,No,travel rarely,593.0,1,4,medical,4,Male,88,3,2, healthcare representative ,3,married,67550.0,2967,2,No,11,3.0,3,0,10.0,2,3.0,3,1,2,1966,Yes
4950,29,No,travel rarely,1283.0,17,3,life sciences,17,Male,54,3,1, research scientist ,4,married,48620.0,18168,9,No,16,3.2,4,0,6.0,4,3.0,3,1,2,1994,No
5010,36,No,travel rarely,329.0,2,3,life sciences,4,Female,96,3,1, research scientist ,3,married,25430.0,11868,4,No,13,3.0,2,1,10.0,3,3.0,2,2,2,1987,Yes
5020,34,Yes,non travel,1362.0,19,3,marketing,1,Male,67,4,2, sales executive ,4,married,53040.0,4652,8,Yes,13,3.0,2,0,10.0,3,2.0,5,0,4,1989,Yes
5070,24,No,travel rarely,1371.0,10,4,marketing,4,Female,77,3,2, sales executive ,3,divorced,48620.0,5915,1,Yes,12,3.0,4,1,10.0,2,4.0,5,0,3,1999,Yes
5170,42,No,travel rarely,201.0,1,4,life sciences,2,Female,0,3,1, laboratory technician ,1,married,48620.0,20490,3,No,16,3.0,2,1,8.0,5,3.0,5,1,2,1981,Yes
5220,54,No,travel rarely,821.0,5,2,medical,1,Male,86,3,5, research director ,1,married,194060.0,8509,4,No,11,3.0,3,1,24.0,4,2.0,4,1,2,1969,No
5230,34,No,travel rarely,1381.0,4,4,life sciences,3,Female,72,3,2, sales executive ,3,married,65380.0,12740,9,No,15,3.0,1,1,10.0,3,3.0,3,1,2,1989,Yes
5250,43,No,travel rarely,313.0,21,3,life sciences,4,Male,61,3,1, laboratory technician ,4,married,22580.0,15238,7,No,20,4.0,1,1,10.0,1,3.0,3,1,2,1980,Yes
5260,43,No,travel rarely,1473.0,8,4,other,3,Female,74,3,2, healthcare representative ,3,married,48620.0,2227,4,Yes,14,3.0,4,0,10.0,3,3.0,5,0,2,1980,Yes
5300,31,No,travel rarely,329.0,1,2,life sciences,4,Male,98,2,1, laboratory technician ,1,married,22180.0,16193,1,No,12,3.0,3,1,4.0,3,2.8,4,3,2,1992,No
5440,45,No,travel rarely,192.0,10,2,life sciences,1,Male,69,3,1, research scientist ,4,married,26540.0,9655,3,No,21,3.2,4,2,8.0,3,2.0,2,0,2,1978,Yes
5550,34,Yes,travel frequently,296.0,6,2,life sciences,4,Female,33,1,1, sales representative ,3,married,48620.0,12253,0,No,16,3.0,4,1,3.0,3,2.0,2,1,0,1989,Yes
5640,29,No,travel rarely,986.0,3,4,life sciences,2,Male,93,2,3, research director ,3,married,119350.0,21526,1,No,18,3.0,3,0,10.0,2,3.0,10,0,7,1994,Yes
5800,46,No,travel rarely,1125.0,10,3,marketing,3,Female,94,2,3, sales executive ,4,married,48620.0,11563,2,No,19,3.0,3,1,15.0,3,3.0,3,1,2,1977,No
5850,30,No,travel rarely,413.0,7,1,marketing,4,Male,57,3,1, sales representative ,2,single,48620.0,18398,0,No,14,3.0,1,0,10.0,3,3.0,3,1,2,1993,Yes
5910,42,No,travel rarely,1474.0,5,2,other,2,Male,97,3,1, laboratory technician ,3,married,48620.0,9260,4,No,17,3.0,4,1,10.0,4,2.8,2,2,0,1981,Yes
5930,22,Yes,travel rarely,1368.0,25,1,technical degree,3,Male,99,2,1, laboratory technician ,3,single,38940.0,9129,5,No,16,3.0,3,0,4.0,3,3.0,2,1,2,2001,Yes
6110,29,No,travel rarely,232.0,19,3,technical degree,4,Male,34,3,2, manufacturing director ,4,divorced,42620.0,22645,4,No,12,3.0,2,2,8.0,2,4.0,3,1,2,1994,Yes
6240,46,No,travel frequently,1034.0,18,1,medical,1,Female,86,3,3, healthcare representative ,3,married,105270.0,8984,5,No,11,3.0,4,0,10.0,3,2.0,2,1,2,1977,Yes
6310,32,Yes,travel rarely,1474.0,11,4,other,4,Male,0,4,2, sales executive ,3,married,48620.0,23914,8,No,12,3.0,4,0,10.0,2,3.0,4,1,2,1991,Yes
6320,24,No,travel rarely,803.1,24,3,medical,4,Male,38,3,1, sales representative ,4,married,24000.0,5530,0,No,13,3.0,3,2,3.0,3,3.0,2,2,1,1999,No
6520,35,No,travel rarely,538.0,25,2,life sciences,1,Male,54,2,2, laboratory technician ,4,single,36810.0,14004,4,No,14,3.0,4,0,10.0,3,3.0,3,0,2,1988,No
6590,42,No,travel rarely,622.0,2,4,life sciences,3,Female,81,3,2, healthcare representative ,4,married,48620.0,5718,1,No,13,3.0,2,2,10.0,4,3.0,10,2,2,1981,Yes
6640,48,No,travel rarely,1236.0,1,4,life sciences,4,Female,40,2,4, manager ,1,married,48620.0,17997,7,No,11,3.0,1,1,21.0,3,1.0,3,0,2,1975,Yes
6650,44,No,travel rarely,1112.0,1,4,life sciences,1,Female,50,2,2, human resources ,3,married,48620.0,26894,4,No,11,3.2,2,0,10.0,1,4.0,2,0,2,1979,Yes
6660,34,No,travel rarely,204.0,14,3,life sciences,3,Female,31,3,1, sales representative ,3,married,48620.0,2912,1,Yes,18,3.0,4,2,8.0,3,3.0,8,0,6,1989,Yes
6710,44,No,travel rarely,1315.0,3,4,life sciences,4,Male,35,3,5, manager ,4,married,195130.0,9358,4,No,12,3.0,1,1,26.0,2,4.0,2,0,1,1979,Yes
6750,22,No,travel rarely,803.1,6,1,medical,1,Male,69,3,1, research scientist ,3,married,48620.0,12145,0,No,20,4.0,4,0,10.0,3,3.0,2,2,2,2001,Yes
6860,26,No,travel rarely,991.0,6,3,life sciences,3,Female,71,3,1, laboratory technician ,4,married,26590.0,17759,1,Yes,13,3.2,3,1,10.0,2,3.0,3,0,2,1997,No
6990,36,No,travel rarely,913.0,9,2,medical,2,Male,48,2,2, manufacturing director ,2,married,88470.0,13934,2,Yes,11,3.0,3,1,13.0,2,3.0,3,0,2,1987,Yes
7050,23,No,travel rarely,885.0,4,3,life sciences,1,Male,58,4,1, research scientist ,1,married,48620.0,8544,2,No,16,3.0,1,1,5.0,3,4.0,3,0,2,2000,No
7070,25,No,travel rarely,810.0,8,3,life sciences,4,Male,57,4,2, sales executive ,2,married,48510.0,15678,0,No,22,4.0,3,1,4.0,4,3.0,3,1,2,1998,No
7120,48,No,travel rarely,817.0,14,1,life sciences,14,Male,56,4,2, sales executive ,2,married,81200.0,18597,3,No,12,3.0,4,0,10.0,3,3.0,2,2,2,1975,Yes
7320,60,No,travel rarely,1179.0,16,4,life sciences,1,Male,84,3,2, sales executive ,1,single,54050.0,11924,8,No,14,3.0,4,0,10.0,1,3.0,2,2,2,1963,No
7380,50,No,travel rarely,316.0,8,4,marketing,4,Male,54,3,1, sales representative ,2,married,48620.0,9983,7,No,15,3.0,4,1,4.0,2,3.0,2,2,2,1973,Yes
7440,44,No,non travel,381.0,24,3,life sciences,1,Male,49,1,1, laboratory technician ,3,single,37080.0,2104,2,No,14,3.0,3,0,9.0,5,3.0,5,1,4,1979,No
7460,47,No,travel frequently,217.0,3,3,life sciences,4,Female,49,3,4, sales executive ,3,divorced,137700.0,10225,9,Yes,12,3.0,4,2,28.0,2,2.0,22,11,13,1976,Yes
7520,42,Yes,travel rarely,933.0,19,3,life sciences,3,Male,57,4,1, research scientist ,3,divorced,48620.0,20366,6,No,12,3.0,4,0,10.0,2,3.0,2,2,2,1981,Yes
7540,43,No,travel frequently,775.0,15,3,life sciences,4,Male,47,2,2, sales executive ,4,married,48620.0,23683,3,No,18,3.2,3,1,7.0,5,3.0,2,2,2,1980,Yes
7690,53,No,travel rarely,346.0,6,3,life sciences,4,Male,86,3,2, laboratory technician ,4,single,24500.0,10919,2,No,17,3.0,4,0,19.0,4,3.0,2,2,2,1970,No
7920,26,No,travel frequently,575.0,1,2,life sciences,1,Female,71,1,1, laboratory technician ,4,married,48620.0,5288,3,No,14,3.0,1,1,10.0,2,3.0,2,2,0,1997,Yes
7970,34,No,travel rarely,182.0,1,4,life sciences,2,Female,72,4,1, research scientist ,4,single,48620.0,13551,2,No,16,3.0,3,0,10.0,2,3.0,4,1,3,1989,No
8000,27,No,travel rarely,829.0,8,1,marketing,3,Male,84,3,2, sales executive ,4,married,43420.0,24008,0,No,19,3.0,2,1,5.0,3,3.0,4,1,1,1996,Yes
8060,30,No,travel rarely,921.0,18,3,life sciences,4,Male,38,1,1, laboratory technician ,3,married,48620.0,24375,3,No,21,3.2,3,2,7.0,2,3.0,2,0,2,1993,Yes
8130,52,No,travel rarely,1325.0,25,4,life sciences,25,Female,82,3,2, laboratory technician ,3,married,31490.0,21821,8,No,20,4.0,2,1,9.0,3,3.0,5,1,4,1971,Yes
8190,33,Yes,travel rarely,118.0,16,3,marketing,1,Female,69,3,2, sales executive ,1,single,53240.0,26507,5,No,15,3.0,3,0,10.0,3,3.0,3,0,2,1990,No
8380,34,No,travel frequently,702.0,16,4,life sciences,3,Female,100,2,1, research scientist ,4,single,25530.0,8306,1,No,16,3.0,3,0,6.0,3,3.0,5,1,3,1989,Yes
8470,34,No,travel rarely,829.0,3,2,life sciences,3,Male,0,3,1, human resources ,4,married,48620.0,2243,0,No,19,3.0,3,1,4.0,1,1.0,3,0,2,1989,No
8520,44,No,travel rarely,625.0,4,3,life sciences,4,Male,50,3,2, healthcare representative ,2,single,59330.0,5197,9,No,12,3.0,4,0,10.0,2,2.0,5,2,3,1979,Yes
8590,32,No,travel rarely,803.1,13,4,life sciences,2,Male,73,3,2, sales executive ,4,divorced,44030.0,9250,2,No,11,3.0,3,1,8.0,3,2.0,5,0,3,1991,Yes
8720,22,No,travel rarely,803.1,1,2,life sciences,4,Male,0,2,2, manufacturing director ,4,married,48620.0,19146,6,No,22,4.0,1,2,4.0,2,1.0,2,2,2,2001,No
8740,44,No,travel rarely,986.0,8,4,life sciences,1,Male,62,4,1, laboratory technician ,4,married,48620.0,5044,2,Yes,24,4.0,3,1,10.0,2,2.0,3,0,2,1979,No
8810,35,Yes,travel frequently,803.1,25,4,life sciences,4,Female,96,3,1, research scientist ,2,divorced,20220.0,16612,1,No,19,3.0,1,1,10.0,3,2.0,10,7,8,1988,Yes
8850,25,No,travel rarely,583.0,4,1,life sciences,3,Male,87,2,2, sales executive ,1,married,42560.0,18154,1,No,12,3.0,1,0,5.0,1,4.0,5,0,3,1998,No
8880,24,No,non travel,1269.0,19,1,life sciences,1,Male,0,2,1, laboratory technician ,4,married,48620.0,10778,0,No,17,3.0,4,0,10.0,2,2.0,5,3,4,1999,No
8930,38,No,travel rarely,395.0,9,3,marketing,2,Male,98,2,1, sales representative ,2,married,28990.0,12102,0,No,19,3.0,4,1,3.0,3,3.0,2,1,2,1985,Yes
8960,29,Yes,travel rarely,341.0,1,3,medical,2,Female,48,2,1, sales representative ,3,married,48620.0,23522,6,Yes,19,3.0,3,3,5.0,3,3.0,3,0,2,1994,No
9020,43,No,travel frequently,803.1,1,3,life sciences,4,Female,33,3,2, healthcare representative ,4,married,55620.0,21782,4,No,13,3.0,2,1,12.0,2,2.0,5,2,2,1980,Yes
9160,28,No,travel rarely,821.0,5,4,medical,1,Male,98,3,2, sales executive ,4,single,48620.0,24252,1,No,14,3.0,2,0,4.0,3,3.0,4,0,2,1995,No
9220,20,Yes,travel rarely,500.0,2,3,life sciences,3,Female,49,2,1, sales representative ,3,single,48620.0,22052,1,No,13,3.0,4,0,2.0,3,2.0,2,0,2,2003,Yes
9250,47,No,travel rarely,1454.0,2,4,life sciences,4,Female,65,2,1, sales representative ,4,single,48620.0,13137,1,Yes,18,3.0,1,0,3.0,3,2.0,3,1,2,1976,Yes
9300,28,No,travel rarely,995.0,9,3,medical,3,Female,77,3,1, research scientist ,3,divorced,23770.0,9834,5,No,18,3.0,2,1,6.0,2,3.0,2,2,2,1995,Yes
9390,33,No,travel rarely,1198.0,1,4,life sciences,3,Male,100,2,1, research scientist ,1,single,27990.0,3339,3,No,11,3.0,2,0,10.0,1,3.0,3,0,2,1990,No
9750,35,No,travel rarely,1219.0,48,3,life sciences,3,Female,86,3,2, sales executive ,3,married,48620.0,6179,1,No,16,3.0,2,0,5.0,3,3.0,5,1,0,1988,Yes
9910,31,Yes,travel rarely,335.0,9,2,medical,3,Male,46,2,1, research scientist ,1,single,48620.0,10322,0,Yes,22,4.0,1,0,4.0,0,3.0,3,1,2,1992,No
9950,33,No,travel rarely,461.0,13,1,life sciences,2,Female,53,3,1, research scientist ,4,single,34520.0,17241,3,No,18,3.0,1,0,5.0,4,3.0,3,0,2,1990,No
10010,27,No,travel rarely,1134.0,24,4,life sciences,24,Female,37,3,1, laboratory technician ,2,married,28110.0,12086,9,No,14,3.0,2,1,4.0,2,3.0,2,2,2,1996,No
10100,35,Yes,travel rarely,622.0,14,4,other,3,Male,39,2,1, laboratory technician ,2,divorced,48620.0,10074,1,Yes,24,4.0,4,1,5.0,2,1.0,4,0,2,1988,No
10170,30,Yes,travel rarely,109.0,5,3,life sciences,2,Female,60,3,1, laboratory technician ,2,married,48620.0,25725,0,No,17,3.0,1,0,4.0,3,3.0,3,1,2,1993,Yes
10220,48,No,travel rarely,277.0,6,3,life sciences,1,Male,97,2,2, healthcare representative ,3,married,42400.0,13119,2,No,13,3.0,4,0,19.0,0,3.0,2,2,2,1975,Yes
10270,27,No,travel rarely,1055.0,2,4,life sciences,1,Female,47,3,2, manufacturing director ,4,married,42270.0,4658,0,No,18,3.0,2,1,10.0,2,2.8,3,2,2,1996,Yes
10280,35,No,travel rarely,802.0,10,3,other,2,Male,45,3,1, laboratory technician ,4,married,39170.0,9541,1,No,20,4.0,1,1,3.0,4,2.0,3,1,2,1988,No
10370,26,Yes,non travel,265.0,29,2,medical,2,Male,79,1,2, sales executive ,1,single,49690.0,21813,8,No,18,3.0,4,0,10.0,6,3.0,2,2,2,1997,Yes
10440,33,No,non travel,1038.0,8,1,life sciences,2,Female,0,2,1, sales representative ,4,married,48620.0,21437,0,No,19,3.0,4,0,10.0,2,2.0,2,2,2,1990,No
10530,26,Yes,travel rarely,342.0,2,3,life sciences,1,Male,57,3,1, research scientist ,1,married,20420.0,15346,6,No,14,3.0,2,1,6.0,2,3.0,3,1,2,1997,Yes
10690,46,No,travel rarely,430.0,47,4,medical,47,Male,40,3,5, research director ,4,married,48620.0,21445,9,No,17,3.0,4,2,23.0,0,3.0,2,2,2,1977,Yes
10770,20,Yes,travel rarely,769.0,9,3,marketing,4,Female,54,3,1, sales representative ,4,single,48620.0,17205,1,Yes,14,3.0,2,0,2.0,3,3.0,2,0,2,2003,Yes
10840,30,No,travel rarely,1176.0,20,3,other,20,Male,85,3,2, manufacturing director ,1,married,99570.0,9096,0,No,15,3.0,3,1,7.0,1,2.0,6,0,2,1993,No
10940,27,No,non travel,1277.0,8,5,life sciences,1,Male,87,1,1, laboratory technician ,3,married,48620.0,5869,1,No,19,3.0,4,3,3.0,4,2.8,3,1,2,1996,No
10960,55,No,travel rarely,1091.0,2,1,life sciences,4,Male,65,3,3, manufacturing director ,2,married,48620.0,15813,3,No,18,3.0,2,1,23.0,4,3.0,3,1,2,1968,Yes
10990,33,No,travel rarely,654.0,5,3,life sciences,4,Male,34,2,3, healthcare representative ,4,married,48620.0,21214,4,No,15,3.0,3,1,10.0,2,3.0,3,1,2,1990,Yes
11020,28,No,travel rarely,895.0,15,2,life sciences,1,Male,50,3,1, laboratory technician ,3,married,22070.0,22482,1,No,16,3.0,4,1,4.0,5,2.0,4,2,2,1995,Yes
11030,34,No,travel rarely,618.0,3,1,life sciences,1,Male,45,3,2, healthcare representative ,4,married,77560.0,22266,0,No,17,3.0,3,0,10.0,1,2.0,6,0,4,1989,Yes
11080,33,Yes,travel rarely,1017.0,25,3,medical,1,Male,55,2,1, research scientist ,2,single,48620.0,2993,4,Yes,20,4.0,2,0,5.0,0,3.0,2,2,2,1990,No
11140,33,No,travel rarely,970.0,7,3,life sciences,4,Female,30,3,2, sales executive ,2,married,48620.0,13401,0,No,17,3.0,3,1,4.0,3,3.0,3,0,2,1990,No
11310,21,No,travel rarely,984.0,1,1,life sciences,4,Female,70,2,1, research scientist ,2,single,20700.0,25326,1,Yes,11,3.0,3,0,2.0,6,4.0,2,2,2,2002,Yes
11350,31,No,travel frequently,793.0,20,3,life sciences,3,Male,67,4,1, sales representative ,4,married,27910.0,21981,0,No,12,3.2,1,1,3.0,4,3.0,2,2,2,1992,Yes
