employeenumber,age,attrition,businesstravel,dailyrate,distancefromhome,education,educationfield,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,remotework
4240.0,31,No,travel rarely,106.0,2,3,human resources,1,Male,62,2,2, human resources ,1,,64100.0,17822,3,No,12,3.0,4,0,,1,3.0,2,1,0,1992,No
4330.0,52,Yes,,723.0,17,4,medical,17,Male,85,2,2, research scientist ,2,,49410.0,17747,2,No,15,,1,0,11.0,3,2.0,8,7,7,1971,No
4400.0,28,Yes,,1157.0,2,4,medical,1,Male,84,1,1, research scientist ,4,married,,24737,5,Yes,13,3.0,4,0,,4,2.0,3,2,2,1995,Yes
4470.0,47,No,travel rarely,1482.0,5,5,,4,Male,42,3,5, research director ,3,married,,16375,4,,11,3.0,2,1,21.0,2,3.0,3,1,1,1976,No
4550.0,29,No,,738.0,9,5,other,2,Male,30,2,1, laboratory technician ,4,,39830.0,7621,0,No,17,3.0,3,0,4.0,2,,3,2,2,1994,Yes
4600.0,37,No,,1192.0,5,2,medical,4,Male,61,3,2, manufacturing director ,4,,63470.0,23177,7,No,16,3.0,3,2,8.0,2,2.0,6,0,4,1986,Yes
4650.0,23,No,,1309.0,26,1,,3,Male,83,3,1, research scientist ,4,,29040.0,16092,1,,12,3.0,3,2,,2,2.0,4,0,2,2000,No
4700.0,42,No,travel rarely,544.0,2,1,,3,Male,52,3,1, human resources ,3,divorced,26960.0,24017,0,Yes,11,3.0,3,1,4.0,5,3.0,3,1,0,1981,No
4750.0,30,No,,641.0,25,2,,4,Female,85,3,2, sales executive ,3,,,6069,7,,12,3.0,2,1,4.0,2,4.0,2,2,2,1993,No
4780.0,21,Yes,,756.0,31,1,,1,Female,99,2,1, sales representative ,2,single,21740.0,9150,1,,11,3.0,3,0,3.0,3,3.0,3,1,2,2002,Yes
4820.0,57,No,travel rarely,593.0,1,4,medical,4,Male,88,3,2, healthcare representative ,3,,67550.0,2967,2,No,11,3.0,3,0,,2,3.0,3,1,2,1966,Yes
4950.0,29,No,,1283.0,17,3,,17,Male,54,3,1, research scientist ,4,,,18168,9,No,16,,4,0,6.0,4,3.0,3,1,2,1994,No
5010.0,36,No,travel rarely,329.0,2,3,,4,Female,96,3,1, research scientist ,3,married,25430.0,11868,4,No,13,3.0,2,1,,3,3.0,2,2,2,1987,Yes
5020.0,34,Yes,non travel,1362.0,19,3,marketing,1,Male,67,4,2, sales executive ,4,,53040.0,4652,8,Yes,13,3.0,2,0,,3,2.0,5,0,4,1989,Yes
5070.0,24,No,,1371.0,10,4,marketing,4,Female,77,3,2, sales executive ,3,divorced,,5915,1,Yes,12,3.0,4,1,,2,4.0,5,0,3,1999,Yes
5170.0,42,No,,201.0,1,4,,2,Female,0,3,1, laboratory technician ,1,,,20490,3,No,16,3.0,2,1,8.0,5,3.0,5,1,2,1981,Yes
5220.0,54,No,,821.0,5,2,medical,1,Male,86,3,5, research director ,1,married,194060.0,8509,4,,11,3.0,3,1,24.0,4,2.0,4,1,2,1969,No
5230.0,34,No,,1381.0,4,4,,3,Female,72,3,2, sales executive ,3,married,65380.0,12740,9,No,15,3.0,1,1,,3,3.0,3,1,2,1989,Yes
5250.0,43,No,,313.0,21,3,,4,Male,61,3,1, laboratory technician ,4,,22580.0,15238,7,,20,4.0,1,1,,1,3.0,3,1,2,1980,Yes
5260.0,43,No,travel rarely,1473.0,8,4,other,3,Female,74,3,2, healthcare representative ,3,,,2227,4,Yes,14,3.0,4,0,,3,3.0,5,0,2,1980,Yes
5300.0,31,No,travel rarely,329.0,1,2,,4,Male,98,2,1, laboratory technician ,1,married,22180.0,16193,1,No,12,3.0,3,1,4.0,3,,4,3,2,1992,No
5440.0,45,No,,192.0,10,2,life sciences,1,Male,69,3,1, research scientist ,4,married,26540.0,9655,3,No,21,,4,2,8.0,3,2.0,2,0,2,1978,Yes
5550.0,34,Yes,travel frequently,296.0,6,2,,4,Female,33,1,1, sales representative ,3,,,12253,0,No,16,3.0,4,1,3.0,3,2.0,2,1,0,1989,Yes
5640.0,29,No,,986.0,3,4,,2,Male,93,2,3, research director ,3,,119350.0,21526,1,No,18,3.0,3,0,,2,3.0,10,0,7,1994,Yes
5800.0,46,No,,1125.0,10,3,marketing,3,Female,94,2,3, sales executive ,4,,,11563,2,,19,3.0,3,1,15.0,3,3.0,3,1,2,1977,No
5850.0,30,No,travel rarely,413.0,7,1,marketing,4,Male,57,3,1, sales representative ,2,single,,18398,0,,14,3.0,1,0,,3,3.0,3,1,2,1993,Yes
5910.0,42,No,,1474.0,5,2,other,2,Male,97,3,1, laboratory technician ,3,married,,9260,4,No,17,3.0,4,1,,4,,2,2,0,1981,Yes
5930.0,22,Yes,,1368.0,25,1,technical degree,3,Male,99,2,1, laboratory technician ,3,single,38940.0,9129,5,No,16,3.0,3,0,4.0,3,3.0,2,1,2,2001,Yes
6110.0,29,No,travel rarely,232.0,19,3,technical degree,4,Male,34,3,2, manufacturing director ,4,divorced,42620.0,22645,4,No,12,3.0,2,2,8.0,2,4.0,3,1,2,1994,Yes
6240.0,46,No,travel frequently,1034.0,18,1,medical,1,Female,86,3,3, healthcare representative ,3,married,105270.0,8984,5,No,11,3.0,4,0,,3,2.0,2,1,2,1977,Yes
6310.0,32,Yes,,1474.0,11,4,other,4,Male,0,4,2, sales executive ,3,,,23914,8,,12,3.0,4,0,,2,3.0,4,1,2,1991,Yes
6320.0,24,No,,,24,3,medical,4,Male,38,3,1, sales representative ,4,,24000.0,5530,0,No,13,3.0,3,2,3.0,3,3.0,2,2,1,1999,No
6520.0,35,No,travel rarely,538.0,25,2,,1,Male,54,2,2, laboratory technician ,4,single,36810.0,14004,4,No,14,3.0,4,0,,3,3.0,3,0,2,1988,No
6590.0,42,No,,622.0,2,4,life sciences,3,Female,81,3,2, healthcare representative ,4,married,,5718,1,No,13,3.0,2,2,10.0,4,3.0,10,2,2,1981,Yes
6640.0,48,No,travel rarely,1236.0,1,4,,4,Female,40,2,4, manager ,1,married,,17997,7,No,11,3.0,1,1,21.0,3,1.0,3,0,2,1975,Yes
6650.0,44,No,travel rarely,1112.0,1,4,,1,Female,50,2,2, human resources ,3,,,26894,4,No,11,,2,0,10.0,1,4.0,2,0,2,1979,Yes
6660.0,34,No,,204.0,14,3,,3,Female,31,3,1, sales representative ,3,,,2912,1,Yes,18,3.0,4,2,8.0,3,3.0,8,0,6,1989,Yes
6710.0,44,No,travel rarely,1315.0,3,4,,4,Male,35,3,5, manager ,4,,195130.0,9358,4,,12,3.0,1,1,26.0,2,4.0,2,0,1,1979,Yes
6750.0,22,No,travel rarely,,6,1,medical,1,Male,69,3,1, research scientist ,3,married,,12145,0,,20,4.0,4,0,,3,3.0,2,2,2,2001,Yes
6860.0,26,No,travel rarely,991.0,6,3,,3,Female,71,3,1, laboratory technician ,4,,26590.0,17759,1,Yes,13,,3,1,,2,3.0,3,0,2,1997,No
6990.0,36,No,,913.0,9,2,medical,2,Male,48,2,2, manufacturing director ,2,,88470.0,13934,2,Yes,11,3.0,3,1,13.0,2,3.0,3,0,2,1987,Yes
7050.0,23,No,travel rarely,885.0,4,3,,1,Male,58,4,1, research scientist ,1,,,8544,2,,16,3.0,1,1,5.0,3,4.0,3,0,2,2000,No
7070.0,25,No,,810.0,8,3,life sciences,4,Male,57,4,2, sales executive ,2,,48510.0,15678,0,No,22,4.0,3,1,4.0,4,3.0,3,1,2,1998,No
7120.0,48,No,,817.0,14,1,,14,Male,56,4,2, sales executive ,2,married,81200.0,18597,3,,12,3.0,4,0,,3,3.0,2,2,2,1975,Yes
7320.0,60,No,travel rarely,1179.0,16,4,,1,Male,84,3,2, sales executive ,1,single,54050.0,11924,8,No,14,3.0,4,0,10.0,1,3.0,2,2,2,1963,No
7380.0,50,No,,316.0,8,4,marketing,4,Male,54,3,1, sales representative ,2,married,,9983,7,No,15,3.0,4,1,4.0,2,3.0,2,2,2,1973,Yes
7440.0,44,No,non travel,381.0,24,3,,1,Male,49,1,1, laboratory technician ,3,single,37080.0,2104,2,,14,3.0,3,0,9.0,5,3.0,5,1,4,1979,No
7460.0,47,No,travel frequently,217.0,3,3,,4,Female,49,3,4, sales executive ,3,divorced,137700.0,10225,9,Yes,12,3.0,4,2,28.0,2,2.0,22,11,13,1976,Yes
7520.0,42,Yes,,933.0,19,3,,3,Male,57,4,1, research scientist ,3,divorced,,20366,6,,12,3.0,4,0,,2,3.0,2,2,2,1981,Yes
7540.0,43,No,travel frequently,775.0,15,3,life sciences,4,Male,47,2,2, sales executive ,4,married,,23683,3,,18,,3,1,7.0,5,3.0,2,2,2,1980,Yes
7690.0,53,No,,346.0,6,3,,4,Male,86,3,2, laboratory technician ,4,single,24500.0,10919,2,,17,3.0,4,0,19.0,4,3.0,2,2,2,1970,No
7920.0,26,No,travel frequently,575.0,1,2,life sciences,1,Female,71,1,1, laboratory technician ,4,,,5288,3,No,14,3.0,1,1,,2,3.0,2,2,0,1997,Yes
7970.0,34,No,travel rarely,182.0,1,4,,2,Female,72,4,1, research scientist ,4,single,,13551,2,No,16,3.0,3,0,,2,3.0,4,1,3,1989,No
8000.0,27,No,,829.0,8,1,marketing,3,Male,84,3,2, sales executive ,4,married,43420.0,24008,0,,19,3.0,2,1,5.0,3,3.0,4,1,1,1996,Yes
8060.0,30,No,travel rarely,921.0,18,3,,4,Male,38,1,1, laboratory technician ,3,married,,24375,3,No,21,,3,2,7.0,2,3.0,2,0,2,1993,Yes
8130.0,52,No,travel rarely,1325.0,25,4,life sciences,25,Female,82,3,2, laboratory technician ,3,,31490.0,21821,8,,20,4.0,2,1,9.0,3,3.0,5,1,4,1971,Yes
8190.0,33,Yes,travel rarely,118.0,16,3,marketing,1,Female,69,3,2, sales executive ,1,single,53240.0,26507,5,,15,3.0,3,0,,3,3.0,3,0,2,1990,No
8380.0,34,No,travel frequently,702.0,16,4,,3,Female,100,2,1, research scientist ,4,single,25530.0,8306,1,No,16,3.0,3,0,6.0,3,3.0,5,1,3,1989,Yes
8470.0,34,No,,829.0,3,2,,3,Male,0,3,1, human resources ,4,,,2243,0,,19,3.0,3,1,4.0,1,1.0,3,0,2,1989,No
8520.0,44,No,travel rarely,625.0,4,3,,4,Male,50,3,2, healthcare representative ,2,single,59330.0,5197,9,,12,3.0,4,0,10.0,2,2.0,5,2,3,1979,Yes
8590.0,32,No,,,13,4,life sciences,2,Male,73,3,2, sales executive ,4,divorced,44030.0,9250,2,,11,3.0,3,1,8.0,3,2.0,5,0,3,1991,Yes
8720.0,22,No,,,1,2,life sciences,4,Male,0,2,2, manufacturing director ,4,,,19146,6,,22,4.0,1,2,4.0,2,1.0,2,2,2,2001,No
8740.0,44,No,travel rarely,986.0,8,4,life sciences,1,Male,62,4,1, laboratory technician ,4,,,5044,2,Yes,24,4.0,3,1,10.0,2,2.0,3,0,2,1979,No
8810.0,35,Yes,travel frequently,,25,4,life sciences,4,Female,96,3,1, research scientist ,2,divorced,20220.0,16612,1,,19,3.0,1,1,10.0,3,2.0,10,7,8,1988,Yes
8850.0,25,No,,583.0,4,1,,3,Male,87,2,2, sales executive ,1,,42560.0,18154,1,No,12,3.0,1,0,5.0,1,4.0,5,0,3,1998,No
8880.0,24,No,non travel,1269.0,19,1,life sciences,1,Male,0,2,1, laboratory technician ,4,,,10778,0,,17,3.0,4,0,,2,2.0,5,3,4,1999,No
8930.0,38,No,travel rarely,395.0,9,3,marketing,2,Male,98,2,1, sales representative ,2,,28990.0,12102,0,,19,3.0,4,1,3.0,3,3.0,2,1,2,1985,Yes
8960.0,29,Yes,travel rarely,341.0,1,3,medical,2,Female,48,2,1, sales representative ,3,,,23522,6,Yes,19,3.0,3,3,5.0,3,3.0,3,0,2,1994,No
9020.0,43,No,travel frequently,,1,3,life sciences,4,Female,33,3,2, healthcare representative ,4,married,55620.0,21782,4,,13,3.0,2,1,12.0,2,2.0,5,2,2,1980,Yes
9160.0,28,No,travel rarely,821.0,5,4,medical,1,Male,98,3,2, sales executive ,4,single,,24252,1,,14,3.0,2,0,4.0,3,3.0,4,0,2,1995,No
9220.0,20,Yes,travel rarely,500.0,2,3,,3,Female,49,2,1, sales representative ,3,single,,22052,1,,13,3.0,4,0,2.0,3,2.0,2,0,2,2003,Yes
9250.0,47,No,,1454.0,2,4,life sciences,4,Female,65,2,1, sales representative ,4,single,,13137,1,Yes,18,3.0,1,0,3.0,3,2.0,3,1,2,1976,Yes
9300.0,28,No,,995.0,9,3,medical,3,Female,77,3,1, research scientist ,3,divorced,23770.0,9834,5,No,18,3.0,2,1,6.0,2,3.0,2,2,2,1995,Yes
9390.0,33,No,travel rarely,1198.0,1,4,,3,Male,100,2,1, research scientist ,1,single,27990.0,3339,3,,11,3.0,2,0,,1,3.0,3,0,2,1990,No
9750.0,35,No,travel rarely,1219.0,48,3,,3,Female,86,3,2, sales executive ,3,,,6179,1,,16,3.0,2,0,5.0,3,3.0,5,1,0,1988,Yes
9910.0,31,Yes,,335.0,9,2,medical,3,Male,46,2,1, research scientist ,1,single,,10322,0,Yes,22,4.0,1,0,4.0,0,3.0,3,1,2,1992,No
9950.0,33,No,travel rarely,461.0,13,1,life sciences,2,Female,53,3,1, research scientist ,4,single,34520.0,17241,3,,18,3.0,1,0,5.0,4,3.0,3,0,2,1990,No
10010.0,27,No,,1134.0,24,4,,24,Female,37,3,1, laboratory technician ,2,married,28110.0,12086,9,No,14,3.0,2,1,4.0,2,3.0,2,2,2,1996,No
10100.0,35,Yes,travel rarely,622.0,14,4,other,3,Male,39,2,1, laboratory technician ,2,divorced,,10074,1,Yes,24,4.0,4,1,5.0,2,1.0,4,0,2,1988,No
10170.0,30,Yes,,109.0,5,3,,2,Female,60,3,1, laboratory technician ,2,,,25725,0,,17,3.0,1,0,4.0,3,3.0,3,1,2,1993,Yes
10220.0,48,No,travel rarely,277.0,6,3,,1,Male,97,2,2, healthcare representative ,3,,42400.0,13119,2,No,13,3.0,4,0,19.0,0,3.0,2,2,2,1975,Yes
10270.0,27,No,,1055.0,2,4,,1,Female,47,3,2, manufacturing director ,4,,42270.0,4658,0,,18,3.0,2,1,,2,,3,2,2,1996,Yes
10280.0,35,No,travel rarely,802.0,10,3,other,2,Male,45,3,1, laboratory technician ,4,,39170.0,9541,1,No,20,4.0,1,1,3.0,4,2.0,3,1,2,1988,No
10370.0,26,Yes,non travel,265.0,29,2,medical,2,Male,79,1,2, sales executive ,1,single,49690.0,21813,8,No,18,3.0,4,0,,6,3.0,2,2,2,1997,Yes
10440.0,33,No,non travel,1038.0,8,1,life sciences,2,Female,0,2,1, sales representative ,4,,,21437,0,,19,3.0,4,0,,2,2.0,2,2,2,1990,No
10530.0,26,Yes,,342.0,2,3,life sciences,1,Male,57,3,1, research scientist ,1,married,20420.0,15346,6,,14,3.0,2,1,6.0,2,3.0,3,1,2,1997,Yes
10690.0,46,No,,430.0,47,4,medical,47,Male,40,3,5, research director ,4,,,21445,9,No,17,3.0,4,2,23.0,0,3.0,2,2,2,1977,Yes
10770.0,20,Yes,,769.0,9,3,marketing,4,Female,54,3,1, sales representative ,4,single,,17205,1,Yes,14,3.0,2,0,2.0,3,3.0,2,0,2,2003,Yes
10840.0,30,No,,1176.0,20,3,other,20,Male,85,3,2, manufacturing director ,1,married,99570.0,9096,0,,15,3.0,3,1,7.0,1,2.0,6,0,2,1993,No
10940.0,27,No,non travel,1277.0,8,5,,1,Male,87,1,1, laboratory technician ,3,married,,5869,1,,19,3.0,4,3,3.0,4,,3,1,2,1996,No
10960.0,55,No,,1091.0,2,1,,4,Male,65,3,3, manufacturing director ,2,married,,15813,3,No,18,3.0,2,1,23.0,4,3.0,3,1,2,1968,Yes
10990.0,33,No,travel rarely,654.0,5,3,life sciences,4,Male,34,2,3, healthcare representative ,4,,,21214,4,No,15,3.0,3,1,,2,3.0,3,1,2,1990,Yes
11020.0,28,No,,895.0,15,2,life sciences,1,Male,50,3,1, laboratory technician ,3,,22070.0,22482,1,No,16,3.0,4,1,4.0,5,2.0,4,2,2,1995,Yes
11030.0,34,No,,618.0,3,1,life sciences,1,Male,45,3,2, healthcare representative ,4,,77560.0,22266,0,No,17,3.0,3,0,,1,2.0,6,0,4,1989,Yes
11080.0,33,Yes,,1017.0,25,3,medical,1,Male,55,2,1, research scientist ,2,single,,2993,4,Yes,20,4.0,2,0,5.0,0,3.0,2,2,2,1990,No
11140.0,33,No,,970.0,7,3,life sciences,4,Female,30,3,2, sales executive ,2,married,,13401,0,No,17,3.0,3,1,4.0,3,3.0,3,0,2,1990,No
11310.0,21,No,,984.0,1,1,,4,Female,70,2,1, research scientist ,2,single,20700.0,25326,1,Yes,11,3.0,3,0,2.0,6,4.0,2,2,2,2002,Yes
11350.0,31,No,travel frequently,793.0,20,3,,3,Male,67,4,1, sales representative ,4,married,27910.0,21981,0,No,12,,1,1,3.0,4,3.0,2,2,2,1992,Yes
11400.0,34,No,,1003.0,2,2,,4,Male,95,3,2, manufacturing director ,3,single,,15834,2,No,11,3.0,4,0,,3,,3,0,2,1989,Yes
11570.0,33,Yes,,603.0,9,4,,1,Female,77,3,2, sales executive ,1,single,82240.0,18385,0,,17,3.0,1,0,6.0,3,3.0,5,0,3,1990,No
11600.0,31,Yes,,874.0,15,3,medical,3,Male,72,3,1, laboratory technician ,3,,26100.0,6233,1,No,12,3.0,3,1,,5,2.0,2,2,2,1992,Yes
11610.0,37,No,travel rarely,367.0,25,2,,3,Female,52,2,2, healthcare representative ,4,,57310.0,17171,7,No,13,3.0,3,2,9.0,2,3.0,6,1,3,1986,Yes
11620.0,27,No,travel rarely,199.0,6,3,,4,Male,55,2,1, research scientist ,3,married,25390.0,7950,1,No,13,,3,1,4.0,0,3.0,4,2,2,1996,Yes
11850.0,35,No,travel frequently,,4,4,other,4,Male,0,2,1, laboratory technician ,4,married,23760.0,26537,1,,13,3.0,2,1,2.0,2,4.0,2,2,2,1988,Yes
11950.0,45,No,,1457.0,7,3,medical,1,Female,83,3,1, research scientist ,3,,,20100,4,Yes,19,3.0,3,1,,2,,3,0,2,1978,Yes
12170.0,46,No,,1450.0,15,2,life sciences,4,Male,52,3,5, research director ,2,,190810.0,10849,5,,11,3.0,1,1,25.0,2,3.0,4,0,3,1977,Yes
12340.0,32,No,,116.0,13,3,other,3,Female,77,2,1, laboratory technician ,2,married,27430.0,7331,1,No,20,4.0,3,1,2.0,2,3.0,2,2,2,1991,Yes
12860.0,28,No,,791.0,1,4,medical,4,Male,44,3,1, laboratory technician ,3,single,,6842,0,Yes,11,3.0,3,0,,2,2.0,4,0,2,1995,No
12910.0,35,No,travel rarely,735.0,6,1,life sciences,3,Male,66,3,1, research scientist ,3,married,,6020,0,Yes,14,,4,0,4.0,3,3.0,3,2,2,1988,No
13010.0,28,No,travel rarely,640.0,1,3,technical degree,4,Male,84,3,1, research scientist ,1,single,20800.0,4732,2,,11,3.0,2,0,5.0,2,2.0,3,1,2,1995,No
13030.0,25,No,,266.0,1,3,medical,4,Female,40,3,1, research scientist ,2,single,20960.0,18830,1,,18,3.0,4,0,,3,2.0,2,2,1,1998,No
13080.0,58,No,,848.0,23,4,life sciences,1,Male,88,3,1, research scientist ,3,,,26076,1,,12,3.0,4,2,,3,3.0,2,2,2,1965,Yes
13110.0,30,No,travel rarely,1138.0,6,3,technical degree,1,Female,48,2,2, laboratory technician ,4,married,46270.0,23631,0,No,12,3.0,1,1,10.0,6,3.0,9,6,7,1993,Yes
13170.0,50,No,,,46,3,life sciences,46,Female,43,3,4, research director ,1,married,,22422,4,,11,3.0,2,0,,2,,3,1,2,1973,Yes
13290.0,41,No,,256.0,10,2,medical,3,Male,40,1,2, sales executive ,2,single,,22074,1,No,13,3.0,1,0,19.0,4,3.0,19,11,9,1982,Yes
13310.0,31,Yes,,,1,3,,4,Female,54,3,1, sales representative ,2,,23020.0,8319,1,Yes,11,3.0,1,0,,2,4.0,3,2,2,1992,No
13330.0,44,Yes,,935.0,3,3,life sciences,1,Male,89,3,1, laboratory technician ,1,,,14669,4,No,12,,3,0,10.0,4,4.0,3,1,2,1979,Yes
13580.0,25,No,travel rarely,882.0,19,1,medical,4,Male,67,3,1, laboratory technician ,4,married,,9075,3,,11,3.0,3,3,,6,2.0,3,1,2,1998,No
13610.0,40,No,travel rarely,329.0,1,4,life sciences,2,Male,88,3,1, laboratory technician ,2,,,6762,3,No,22,4.0,3,1,7.0,3,3.0,4,0,3,1983,Yes
13710.0,27,No,travel frequently,793.0,2,1,life sciences,4,Male,43,1,2, sales executive ,4,single,50710.0,20392,3,No,20,4.0,2,0,,3,3.0,6,0,0,1996,No
13800.0,35,Yes,,662.0,18,4,marketing,4,Female,67,3,2, sales executive ,3,married,,23288,0,,18,3.0,3,1,5.0,0,2.0,4,3,2,1988,Yes
13890.0,31,Yes,,,22,4,,4,Male,98,3,2, manufacturing director ,3,married,,21057,1,,15,3.0,4,2,10.0,3,2.0,10,6,7,1992,Yes
13920.0,41,No,,1200.0,22,3,,4,Female,75,3,2, research scientist ,4,,54670.0,13953,3,,14,3.0,1,2,12.0,4,2.0,6,3,3,1982,No
13960.0,32,No,,499.0,2,1,marketing,3,Male,36,3,2, sales executive ,2,married,,20497,0,Yes,13,3.0,1,3,4.0,3,2.0,3,1,2,1991,Yes
14030.0,27,No,,,10,3,marketing,4,Female,98,2,2, sales executive ,4,married,57690.0,7100,1,Yes,11,3.0,4,0,,3,3.0,6,4,4,1996,Yes
14050.0,27,Yes,travel rarely,,22,4,life sciences,4,Female,51,3,1, research scientist ,3,single,23940.0,25681,1,Yes,13,,4,0,8.0,2,3.0,8,7,7,1996,Yes
14110.0,37,No,,1462.0,11,3,medical,1,Female,94,3,1, laboratory technician ,3,single,36290.0,19106,4,No,18,3.0,1,0,8.0,6,3.0,3,0,2,1986,Yes
14120.0,35,No,travel frequently,200.0,18,2,life sciences,3,Male,60,3,3, manufacturing director ,4,,93620.0,19944,2,No,11,3.0,3,0,10.0,2,3.0,2,2,2,1988,Yes
14150.0,25,No,,949.0,1,3,,1,Male,81,3,1, laboratory technician ,4,,32290.0,4910,4,No,11,3.0,2,1,7.0,2,2.0,3,0,2,1998,Yes
14280.0,30,No,,,7,4,marketing,4,Female,73,3,2, sales executive ,1,divorced,,12761,7,No,14,3.0,2,2,,3,3.0,3,0,2,1993,Yes
14360.0,36,No,,329.0,16,4,marketing,3,Female,98,2,2, sales executive ,1,,56470.0,13494,4,No,13,3.0,1,2,11.0,3,2.0,3,0,2,1987,No
14390.0,25,Yes,travel rarely,383.0,9,2,,1,Male,68,2,1, sales representative ,1,,44000.0,15182,3,No,12,3.0,1,0,6.0,2,3.0,3,2,2,1998,Yes
14410.0,56,No,,1255.0,1,2,life sciences,1,Female,90,3,1, research scientist ,1,,20660.0,10494,2,,22,4.0,4,1,5.0,3,4.0,3,1,0,1967,Yes
14480.0,41,No,,,5,5,medical,2,Male,90,4,1, research scientist ,3,,,5561,2,,12,3.0,1,0,7.0,5,,4,0,3,1982,Yes
14640.0,31,Yes,travel frequently,523.0,2,3,life sciences,2,Male,94,3,1, laboratory technician ,4,,,21081,6,,13,3.0,3,1,7.0,2,1.0,2,2,2,1992,Yes
14660.0,48,No,,1221.0,7,3,marketing,3,Male,96,3,2, sales executive ,1,divorced,54860.0,24795,4,No,11,3.0,1,3,,3,3.0,2,2,2,1975,No
14670.0,34,Yes,,1107.0,9,4,,1,Female,52,3,1, human resources ,3,married,,3072,1,No,15,3.0,4,0,2.0,0,3.0,2,2,2,1989,No
14710.0,44,No,,981.0,5,3,life sciences,3,Male,90,2,1, laboratory technician ,3,single,31620.0,7973,3,,14,3.0,4,0,7.0,5,3.0,5,0,3,1979,No
14730.0,49,No,travel rarely,1495.0,5,4,,1,Male,96,3,2, healthcare representative ,3,married,66510.0,21534,2,No,14,,2,1,20.0,0,2.0,3,1,2,1974,Yes
14750.0,44,No,,1467.0,20,3,life sciences,4,Male,49,3,1, research scientist ,2,,34200.0,21158,1,,13,3.0,3,0,6.0,3,2.0,5,1,3,1979,No
14860.0,28,Yes,,1496.0,1,3,,1,Male,92,3,1, sales representative ,3,married,29090.0,15747,3,,15,3.0,4,1,5.0,3,4.0,3,1,2,1995,No
15070.0,28,No,travel frequently,467.0,7,3,life sciences,3,Male,55,3,2, sales executive ,1,single,48980.0,11827,0,,14,3.0,4,0,5.0,5,3.0,4,1,3,1995,Yes
15090.0,49,No,travel rarely,271.0,45,2,medical,45,Female,43,2,2, laboratory technician ,1,married,,23070,4,,25,4.0,1,1,10.0,3,3.0,3,1,2,1974,Yes
15130.0,29,No,travel frequently,410.0,2,1,life sciences,4,Female,97,3,1, laboratory technician ,2,,31800.0,4668,0,No,13,3.0,3,3,,3,3.0,3,0,2,1994,No
15160.0,32,No,,495.0,10,3,,3,Male,64,3,3, manager ,4,,112440.0,21072,2,,25,,2,0,10.0,5,4.0,5,0,0,1991,Yes
15370.0,31,Yes,travel frequently,561.0,3,3,life sciences,4,Female,33,3,1, research scientist ,3,,,4156,1,No,12,3.0,1,0,7.0,2,,7,7,7,1992,Yes
15520.0,40,No,,1142.0,43,2,life sciences,4,Male,72,3,2, healthcare representative ,4,divorced,40690.0,8841,3,,18,3.0,3,0,8.0,2,3.0,2,2,2,1983,No
15600.0,33,No,,1242.0,8,4,life sciences,1,Male,46,3,2, sales executive ,1,,63920.0,10589,2,No,13,3.0,4,1,,6,1.0,2,2,2,1990,No
15680.0,30,No,,1288.0,14,4,,14,Male,33,3,3, sales executive ,2,married,,17799,3,,12,3.0,2,1,9.0,3,3.0,4,1,3,1993,Yes
15730.0,38,Yes,travel rarely,903.0,2,3,medical,3,Male,81,3,2, manufacturing director ,2,married,48550.0,7653,4,,11,3.0,1,2,,2,3.0,5,1,4,1985,No
15760.0,48,No,travel rarely,1108.0,15,4,,3,Female,65,3,1, research scientist ,1,married,,16530,8,,12,3.0,4,1,,3,2.0,8,7,6,1975,Yes
15800.0,34,No,,1351.0,1,4,,2,Male,45,3,2, research scientist ,4,,,13008,9,No,17,3.0,2,1,,3,2.0,2,2,1,1989,Yes
15830.0,38,No,travel rarely,437.0,16,3,life sciences,2,Female,90,3,2, sales executive ,2,single,,16379,2,No,12,3.0,2,0,8.0,5,4.0,3,1,2,1985,No
15870.0,35,No,travel rarely,,10,4,,1,Female,51,3,2, healthcare representative ,3,single,,4223,3,Yes,16,3.0,3,0,,4,3.0,5,0,4,1988,Yes
15920.0,23,No,,977.0,10,3,,4,Male,45,4,1, research scientist ,3,married,,12826,2,No,16,3.0,4,1,4.0,2,3.0,2,2,2,2000,Yes
15940.0,36,No,,1302.0,6,4,,1,Male,80,4,2, laboratory technician ,1,,,19711,3,Yes,13,3.0,4,1,9.0,3,3.0,3,0,2,1987,No
15970.0,34,No,travel frequently,653.0,36,4,,36,Male,92,2,2, healthcare representative ,3,,,15332,1,No,14,3.0,2,1,8.0,3,2.0,8,7,7,1989,No
16070.0,32,No,,634.0,5,4,,2,Female,35,4,1, research scientist ,4,married,33120.0,18783,3,No,17,3.0,4,2,6.0,3,3.0,3,0,2,1991,Yes
16230.0,21,No,,546.0,19,1,medical,3,Male,97,3,1, research scientist ,4,single,31170.0,26009,1,No,18,3.0,3,0,,2,,2,2,2,2002,No
16410.0,40,No,,448.0,16,3,,3,Female,84,3,3, manufacturing director ,4,,,19948,6,,15,,4,0,18.0,2,2.0,4,3,3,1983,Yes
