unnamed: 0,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,roledepartament,remotework
138,46,No,,406.0, sales ,3,1,marketing,"1124,0",1,Male,Not Available,3,4, manager ,3,Married,,15596,3,No,12,"3,0",4,1,,3,"3,0",12,,4,9,,1977, manager  -  sales ,0
139,36,No,non travel,217.0,,18,4,,,1,Male,78,3,2, manufacturing director ,4,Single,,23238,2,,20,"4,0",1,0,"18,0",0,"3,0",11,,0,9,,1987,,False
140,42,Yes,travel frequently,481.0,,15,3,life sciences,"1167,0",15,Male,44,3,4, sales executive ,1,Single,,2447,0,,12,,2,0,,2,"2,0",21,,13,14,,1981,,Yes
141,34,No,travel frequently,669.0,,1,3,,"1184,0",4,Male,97,2,2, healthcare representative ,1,Single,,25755,0,No,20,"4,0",3,0,"14,0",3,"3,0",13,,4,9,,1989,,1
142,30,No,travel rarely,1465.0, research & development ,1,3,medical,,4,Male,63,3,1, research scientist ,2,,"3579,0",9369,0,Yes,21,"4,0",1,1,"12,0",2,"3,0",11,,5,7,"3579,0",1993, research scientist  -  research & development ,1
143,54,No,travel rarely,685.0,,3,3,life sciences,,4,Male,85,3,4, research director ,4,Married,"17779,0",23474,3,No,14,"3,0",1,0,"36,0",2,"3,0",10,,0,9,"17779,0",1969,,1
144,31,No,travel rarely,1062.0,,24,3,medical,"1252,0",3,Female,96,2,2, healthcare representative ,1,Single,,17198,1,No,19,,2,0,"10,0",2,"3,0",10,,1,8,,1992,,False
145,44,No,,1099.0,,5,3,,"1267,0",2,Male,88,3,5, manager ,2,Married,"18213,0",8751,7,No,11,"3,0",3,1,"26,0",5,"3,0",22,,3,10,"18213,0",1979,,True
146,55,No,non travel,177.0,,8,1,,"1278,0",4,Male,37,2,4, healthcare representative ,2,Divorced,"13577,0",25592,1,Yes,15,"3,0",4,1,,3,"3,0",33,,15,0,"13577,0",1968,,False
147,44,No,travel rarely,1199.0,,4,2,life sciences,"1288,0",3,Male,92,4,5, manager ,1,Divorced,"19190,0",17477,1,No,14,"3,0",4,2,,4,"2,0",25,,14,13,"19190,0",1979,,False
148,34,No,travel frequently,648.0, human resources ,11,3,life sciences,,3,Male,56,2,2, human resources ,2,,,21833,4,No,11,"3,0",4,2,"14,0",5,"4,0",10,,1,8,,1989, human resources  -  human resources ,1
149,39,No,,412.0,,13,4,,"1307,0",3,Female,94,2,4, manager ,2,Divorced,"17123,0",17334,6,Yes,13,"3,0",4,2,,4,"3,0",19,,15,2,"17123,0",1984,,0
150,55,No,travel rarely,282.0,,2,2,medical,"1336,0",4,Female,58,1,5, manager ,3,,"19187,0",6992,4,,14,,4,1,"23,0",5,"3,0",19,,9,11,"19187,0",1968,,True
151,51,No,,770.0,,5,3,life sciences,"1352,0",3,Male,84,3,4, manager ,2,,,17588,1,,11,"3,0",2,1,,2,"3,0",33,,0,10,,1972,,True
152,58,Yes,,601.0,,14,4,medical,"1360,0",14,Female,53,2,3, manufacturing director ,1,Marreid,"10008,0",12023,7,,14,"3,0",4,0,,0,"2,0",10,,5,9,"10008,0",1965,,True
153,48,No,,855.0,,4,3,life sciences,,4,Male,54,3,3, manufacturing director ,4,Single,,18706,1,No,11,"3,0",3,0,"11,0",2,"3,0",10,,0,8,,1975,,1
154,29,No,travel rarely,332.0, human resources ,17,3,,"1419,0",2,Male,51,2,3, human resources ,1,Single,"7988,0",9769,1,,13,"3,0",1,0,,3,"2,0",10,,0,9,"7988,0",1994, human resources  -  human resources ,False
155,34,No,,1326.0,,3,3,other,"1478,0",4,Male,81,1,2, sales executive ,1,Single,,15891,3,No,18,,4,0,"15,0",2,"3,0",13,,3,12,,1989,,1
156,42,No,travel frequently,748.0,,9,2,,"1480,0",1,Female,74,3,1, laboratory technician ,4,,,16458,1,,13,"3,0",3,0,"12,0",3,"3,0",12,,5,8,,1981,,Yes
157,57,No,travel rarely,405.0,,1,2,life sciences,,2,Male,93,4,2, research scientist ,3,Married,,2721,0,No,24,"4,0",1,1,"13,0",2,"2,0",12,,2,8,,1966,,True
158,34,Yes,travel rarely,790.0,,24,4,,"1489,0",1,Female,40,2,2, sales executive ,2,Single,,7815,0,Yes,23,"4,0",3,0,"16,0",2,"4,0",15,,10,10,,1989,,0
159,54,No,travel frequently,1050.0,,11,4,medical,"1520,0",2,Female,87,3,4, manager ,4,,,24456,3,No,20,,1,1,"26,0",2,"3,0",14,,1,12,,1969,,1
160,34,No,travel rarely,971.0,,1,3,,"1535,0",4,Male,64,2,3, sales executive ,3,,"7083,0",12288,1,,14,"3,0",4,0,,3,"3,0",10,,8,6,"7083,0",1989,,0
161,29,No,,1370.0,,3,1,medical,"1586,0",2,Male,87,3,1, laboratory technician ,1,Single,"4723,0",16213,1,,18,"3,0",4,0,,3,,10,,1,5,"4723,0",1994,,True
162,35,No,travel rarely,750.0,,28,3,life sciences,"1596,0",2,Male,46,4,2, laboratory technician ,3,,"3407,0",25348,1,,17,,4,2,,3,"2,0",10,,6,8,"3407,0",1988,,True
163,35,Yes,,880.0,,12,4,other,"1667,0",4,Male,36,3,2, sales executive ,4,,,10414,3,,24,"4,0",1,0,"13,0",2,"4,0",11,,6,7,,1988,,True
164,34,No,travel rarely,678.0,,19,3,life sciences,"1701,0",2,Female,35,2,1, research scientist ,4,Married,"2929,0",20338,1,No,12,"3,0",2,0,"10,0",3,"3,0",10,,8,7,"2929,0",1989,,1
165,43,No,,1179.0,,2,3,,"1706,0",4,Male,73,3,2, sales executive ,4,,,6069,1,Yes,17,"3,0",1,1,"10,0",3,"3,0",10,,8,8,,1980,,False
166,58,No,non travel,350.0,,2,3,medical,,2,Male,52,3,4, manager ,2,Divorced,,22577,4,No,22,"4,0",4,1,"37,0",0,"2,0",16,,14,14,,1965,,Yes
167,36,No,travel rarely,1266.0, sales ,14,4,,,14,Female,63,2,2, sales executive ,3,Marreid,,6060,1,Yes,13,"3,0",1,1,"10,0",4,"3,0",10,,1,7,,1987, sales executive  -  sales ,False
168,43,No,travel rarely,574.0,,11,3,life sciences,"1971,0",1,Male,30,3,3, healthcare representative ,3,Married,,16873,1,,17,"3,0",2,1,"10,0",1,"3,0",10,,0,9,,1980,,1
169,55,No,,189.0,,26,4,human resources,,3,Male,71,4,5, manager ,2,Married,,25811,4,Yes,18,"3,0",1,1,"35,0",0,"3,0",10,,1,4,,1968,,Yes
170,42,No,,, research & development ,23,2,,"1976,0",4,Male,37,2,2, research scientist ,3,Single,,14811,1,,12,"3,0",4,0,"20,0",2,"3,0",20,,3,7,,1981, research scientist  -  research & development ,True
171,40,No,,692.0,,11,3,technical degree,"1985,0",4,Female,73,3,2, laboratory technician ,3,Married,,26849,1,,11,,1,1,"10,0",2,"4,0",10,,9,4,,1983,,True
172,56,Yes,,310.0, research & development ,7,2,technical degree,"2032,0",4,Male,72,3,1, laboratory technician ,3,Married,,3666,8,No,11,"3,0",4,1,"14,0",4,"1,0",10,,9,8,,1967, laboratory technician  -  research & development ,Yes
173,39,No,travel rarely,722.0,,33,1,marketing,"2056,0",33,Female,60,2,4, sales executive ,4,,"12031,0",8828,0,,11,"3,0",1,1,,2,"2,0",20,,9,6,"12031,0",1984,,Yes
174,53,No,travel rarely,1219.0,,2,4,life sciences,,1,Female,78,2,4, manager ,4,Married,"15427,0",22021,2,No,16,"3,0",3,0,,3,"3,0",25,,3,7,"15427,0",1970,,1
175,27,No,travel frequently,994.0,,8,3,,,4,Male,37,3,3, sales executive ,3,Single,,2975,1,No,15,"3,0",4,0,"9,0",0,"3,0",9,,1,7,,1996,,0
176,30,No,travel frequently,721.0,,1,2,,"57,0",3,Female,58,3,2, laboratory technician ,4,,,10781,1,,23,"4,0",4,0,"12,0",2,,12,,3,7,,1993,,Yes
177,35,No,,853.0,,18,5,life sciences,,2,Male,71,3,3, sales executive ,1,Married,,11031,1,,22,"4,0",4,1,"9,0",3,"2,0",9,,1,8,,1988,,True
178,32,No,travel rarely,427.0, research & development ,1,3,medical,"78,0",1,Male,Not Available,3,2, manufacturing director ,4,Married,"6162,0",10877,1,Yes,22,"4,0",2,1,"9,0",3,"3,0",9,,7,8,"6162,0",1991, manufacturing director  -  research & development ,1
179,30,No,travel rarely,852.0,,1,1,life sciences,"104,0",4,Male,55,2,2, laboratory technician ,4,Married,"5126,0",15998,1,,12,"3,0",3,2,,1,,10,,3,0,"5126,0",1993,,0
180,46,Yes,,669.0, sales ,9,2,medical,"118,0",3,Male,64,2,3, sales executive ,4,,"9619,0",13596,1,No,16,"3,0",4,0,"9,0",3,"3,0",9,,4,7,"9619,0",1977, sales executive  -  sales ,False
181,30,No,travel rarely,1334.0,,4,2,,"121,0",3,Female,63,2,2, sales executive ,2,,,19760,1,Yes,12,"3,0",2,3,"11,0",4,"2,0",11,,2,7,,1993,,False
182,32,No,,1093.0,,6,4,,"125,0",2,Male,87,3,2, sales executive ,3,Single,"5010,0",24301,1,No,16,"3,0",1,0,"12,0",0,"3,0",11,,5,7,"5010,0",1991,,1
183,35,No,travel rarely,,,37,5,marketing,,3,Male,94,3,3, sales executive ,2,Married,,11439,1,,13,"3,0",1,2,,3,"3,0",10,,0,6,,1988,,False
184,32,No,,967.0,,8,3,marketing,"207,0",2,Female,43,3,3, sales executive ,4,Single,,15589,1,,14,"3,0",4,0,"9,0",2,"3,0",9,,3,7,,1991,,1
185,41,No,travel rarely,465.0, research & development ,34,3,life sciences,"227,0",1,Male,56,3,1, research scientist ,3,Divorced,,4609,4,No,12,"3,0",1,1,,2,"3,0",9,,1,8,,1982, research scientist  -  research & development ,1
186,40,No,travel rarely,989.0,,4,1,medical,"253,0",4,Female,46,3,5, manager ,3,,"19033,0",6499,1,No,14,"3,0",2,1,"21,0",2,"3,0",20,,9,9,"19033,0",1983,,0
187,45,No,,1195.0,,2,2,,"264,0",1,Male,65,2,4, manager ,4,Married,,20462,9,No,23,"4,0",4,1,"22,0",1,"3,0",20,,11,8,,1978,,1
188,32,Yes,travel rarely,1045.0,,4,4,,"291,0",4,Male,32,1,3, sales executive ,4,Married,"10400,0",25812,1,No,11,"3,0",3,0,"14,0",2,"2,0",14,,9,8,"10400,0",1991,,0
189,30,No,non travel,829.0, research & development ,1,1,life sciences,"292,0",3,Male,88,2,3, manufacturing director ,3,,,20925,1,No,22,"4,0",3,0,,2,"3,0",11,,5,8,,1993, manufacturing director  -  research & development ,1
190,37,No,,663.0,,11,3,,"306,0",2,Male,47,3,3, research director ,4,,,10056,1,,14,"3,0",3,3,,1,"3,0",10,,0,7,,1986,,True
191,37,No,,319.0,,4,4,,,1,Male,41,3,1, sales representative ,4,Divorced,"2793,0",2539,4,No,17,"3,0",3,1,"13,0",2,"3,0",9,,5,8,"2793,0",1986,,0
192,40,No,,1300.0,,24,2,technical degree,"335,0",1,Male,62,3,2, research scientist ,4,,,24447,1,No,17,"3,0",1,2,,3,"3,0",9,,4,7,,1983,,False
193,36,No,non travel,1105.0,,24,4,,,2,Female,47,3,2, laboratory technician ,2,Married,"5674,0",6927,7,,15,"3,0",3,1,"11,0",3,"3,0",9,,0,8,"5674,0",1987,,True
194,32,No,travel rarely,906.0,,7,3,life sciences,"420,0",4,Male,91,2,2, sales executive ,3,Married,,16985,1,,14,"3,0",3,1,"13,0",3,"2,0",13,,4,8,,1991,,True
195,38,No,,849.0,,25,2,life sciences,"421,0",1,Female,81,2,3, research director ,2,,,26707,3,,17,"3,0",3,1,,2,"3,0",10,,0,1,,1985,,1
196,30,No,travel rarely,1275.0,,28,2,,"441,0",4,Female,64,3,2, research scientist ,4,Married,,11934,1,No,13,"3,0",4,2,"11,0",2,"3,0",10,,1,9,,1993,,Yes
197,39,No,,1218.0,,1,1,,"531,0",2,Male,52,3,5, manager ,3,,"19197,0",8213,1,,14,"3,0",3,1,"21,0",3,"3,0",21,,1,6,"19197,0",1984,,True
198,60,No,,422.0,,7,3,life sciences,"549,0",1,Female,41,3,5, manager ,1,,,3854,5,No,11,"3,0",4,0,"33,0",5,"1,0",29,,11,10,,1963,,True
199,30,No,,1398.0,,22,4,other,"567,0",3,Female,69,3,3, sales executive ,1,,"8412,0",2890,0,,11,"3,0",3,0,"10,0",3,"3,0",9,,7,8,"8412,0",1993,,True
200,31,No,travel rarely,1274.0, research & development ,9,1,,"581,0",3,Male,Not Available,3,3, manufacturing director ,2,Divorced,,14394,1,No,25,"4,0",4,1,,6,"4,0",13,,0,8,,1992, manufacturing director  -  research & development ,Yes
201,33,Yes,,1076.0,,3,3,life sciences,"702,0",1,Male,70,3,1, research scientist ,1,Single,"3348,0",3164,1,Yes,11,"3,0",1,0,,3,"3,0",10,,9,7,"3348,0",1990,,False
202,50,No,,1207.0,,28,1,medical,"716,0",4,Male,74,4,1, laboratory technician ,3,Married,,3297,1,Yes,11,,3,3,"20,0",3,"3,0",20,,3,8,,1973,,Yes
203,32,No,,430.0, research & development ,24,4,life sciences,"772,0",1,Male,80,3,2, laboratory technician ,4,,"5309,0",21146,1,No,15,,4,2,"10,0",2,"3,0",10,,4,7,"5309,0",1991, laboratory technician  -  research & development ,Yes
204,42,No,,933.0,,29,3,,"836,0",2,Male,98,3,2, manufacturing director ,2,,,11806,1,,13,"3,0",4,1,"10,0",3,"2,0",9,,7,8,,1981,,True
205,49,Yes,,1184.0, sales ,11,3,marketing,"840,0",3,Female,43,3,3, sales executive ,4,Married,"7654,0",5860,1,No,18,"3,0",1,2,,3,"4,0",9,,7,7,"7654,0",1974, sales executive  -  sales ,0
206,27,No,,,,5,1,,"844,0",3,Male,42,2,3, research director ,4,Divorced,"12808,0",8842,1,,16,"3,0",2,1,,3,"3,0",9,,0,8,"12808,0",1996,,Yes
207,33,No,travel rarely,586.0,,1,3,medical,,1,Male,48,4,2, sales executive ,1,Divorced,,21816,1,,22,,1,1,"9,0",5,"3,0",9,,0,8,,1990,,Yes
208,52,No,,890.0, research & development ,26,4,,"867,0",3,Female,81,2,4, manufacturing director ,4,Married,,19028,3,No,22,"4,0",3,0,"31,0",3,"3,0",9,,0,0,,1971, manufacturing director  -  research & development ,False
209,32,No,,379.0,,5,2,life sciences,"889,0",2,Male,48,3,2, sales executive ,2,,,8891,1,No,14,"3,0",4,1,"10,0",3,"3,0",10,,5,3,,1991,,1
210,36,No,,1425.0,,14,1,life sciences,"924,0",3,Male,68,3,2, healthcare representative ,4,,"6586,0",4821,0,,17,"3,0",1,1,,2,"2,0",16,,4,11,"6586,0",1987,,0
211,31,No,non travel,1188.0, sales ,20,2,,,4,Female,45,3,2, sales executive ,3,,,24406,1,,13,"3,0",4,1,,2,"2,0",9,,0,0,,1992, sales executive  -  sales ,False
212,36,No,travel rarely,938.0,,2,4,medical,,3,Male,79,3,1, laboratory technician ,3,Single,"2519,0",12287,4,No,21,"4,0",3,0,,6,"3,0",11,,3,9,"2519,0",1987,,True
213,52,No,,1053.0,,1,2,life sciences,"976,0",4,Male,70,3,4, manager ,4,Married,"17099,0",13829,2,,15,"3,0",2,1,"26,0",2,,9,,7,8,"17099,0",1971,,1
214,33,No,non travel,722.0,,17,3,,"992,0",4,Male,38,3,4, manager ,3,Single,,20489,1,,11,"3,0",4,0,"10,0",2,"3,0",10,,6,0,,1990,,0
215,45,No,non travel,248.0,,23,2,life sciences,"1002,0",4,Male,42,3,2, laboratory technician ,1,,,14039,1,Yes,15,"3,0",3,1,"9,0",2,"3,0",9,,0,8,,1978,,1
216,36,No,travel rarely,796.0, research & development ,12,5,,"1073,0",4,Female,51,2,3, manufacturing director ,4,,,15669,0,,11,"3,0",2,0,"15,0",2,"2,0",14,,7,8,,1987, manufacturing director  -  research & development ,1
217,49,No,,174.0,,8,4,,"1138,0",4,Male,56,2,4, sales executive ,2,,"13120,0",11879,6,,17,"3,0",2,1,"22,0",3,"3,0",9,,2,3,"13120,0",1974,,False
218,29,Yes,,408.0,,23,1,,,4,Female,45,2,3, sales executive ,1,,,11162,1,,13,,1,1,"11,0",3,"1,0",11,,3,10,,1994,,True
219,29,No,,,,6,1,,"1192,0",2,Female,54,3,1, laboratory technician ,4,Married,"3131,0",26342,1,,13,"3,0",1,1,,5,"3,0",10,,0,8,"3131,0",1994,,False
220,37,No,,977.0, research & development ,1,3,life sciences,"1196,0",4,Female,56,2,2, manufacturing director ,4,Married,,9961,1,,13,"3,0",2,1,"14,0",2,"2,0",14,,3,11,,1986, manufacturing director  -  research & development ,1
221,33,No,travel rarely,536.0,,10,5,,,4,Male,82,4,3, sales executive ,3,,,21708,0,,14,"3,0",4,2,,3,"3,0",9,,0,8,,1990,,Yes
222,34,No,travel frequently,135.0,,19,3,medical,,3,Female,46,3,2, laboratory technician ,2,Divorced,"4444,0",22534,4,No,13,"3,0",3,2,"15,0",2,"4,0",11,,5,10,"4444,0",1989,,True
223,28,No,non travel,1476.0,,1,3,,"1315,0",3,Female,55,1,2, laboratory technician ,4,Married,"6674,0",16392,0,No,11,"3,0",1,3,"10,0",6,"3,0",9,,7,5,"6674,0",1995,,1
224,31,No,non travel,587.0,,2,4,,"1324,0",4,Female,57,3,3, sales executive ,3,,"9852,0",8935,1,Yes,19,"3,0",1,1,"10,0",5,"2,0",10,,9,6,"9852,0",1992,,True
225,42,No,non travel,495.0,,2,1,life sciences,"1334,0",3,Male,Not Available,3,4, manager ,3,,"17861,0",26582,0,Yes,13,,4,0,"21,0",3,"2,0",20,,2,10,"17861,0",1981,,False
226,40,No,travel rarely,523.0,,2,3,life sciences,"1346,0",3,Male,98,3,2, research scientist ,4,Single,,22455,1,,13,"3,0",3,0,"9,0",4,"3,0",9,,8,8,,1983,,True
227,34,No,,507.0,,15,2,medical,"1356,0",3,Female,66,3,2, sales executive ,1,Single,,23553,1,,12,"3,0",4,0,,6,"4,0",10,,9,6,,1989,,1
228,58,No,travel rarely,1055.0,,1,3,,"1423,0",4,Female,76,3,5, research director ,1,,,22456,3,,21,"4,0",3,1,,3,"3,0",9,,1,5,,1965,,False
229,31,Yes,travel frequently,1445.0,,1,5,,"1459,0",3,Female,100,4,3, manufacturing director ,2,,"7446,0",8931,1,,11,"3,0",1,0,,2,"3,0",10,,4,7,"7446,0",1992,,1
230,40,No,non travel,218.0,,8,1,,,4,Male,55,2,3, research director ,2,,"13757,0",25178,2,No,11,"3,0",3,1,"16,0",5,"3,0",9,,4,8,"13757,0",1983,,1
231,53,No,,447.0,,2,3,medical,"1472,0",4,Male,39,4,4, research director ,2,Single,"16598,0",19764,4,No,12,"3,0",2,0,"35,0",2,"2,0",9,,8,8,"16598,0",1970,,True
232,34,No,,829.0, research & development ,15,3,,"1485,0",2,Male,71,3,4, research director ,1,,,11929,7,,14,"3,0",4,2,"16,0",3,"2,0",14,,6,9,,1989, research director  -  research & development ,1
233,35,No,travel rarely,1029.0,,16,3,life sciences,,4,Female,91,2,3, healthcare representative ,2,Single,,21195,1,No,19,"3,0",4,0,,3,"1,0",11,,3,3,,1988,,True
234,37,No,,674.0,,13,3,,"1543,0",1,Male,47,3,2, research scientist ,4,Married,"4285,0",3031,1,,17,"3,0",1,0,,2,"3,0",10,,3,7,"4285,0",1986,,Yes
235,42,No,travel frequently,,,2,3,,"1547,0",4,Male,40,3,3, healthcare representative ,4,,"10124,0",18611,2,Yes,14,"3,0",3,1,"24,0",3,"1,0",20,,13,9,"10124,0",1981,,True
236,45,No,,538.0,,1,4,,"1553,0",1,Male,66,3,3, healthcare representative ,2,Divorced,,20933,1,,12,"3,0",1,3,,4,"3,0",10,,7,7,,1978,,1
237,30,Yes,travel rarely,740.0,,1,3,,"1562,0",2,Male,64,2,2, sales executive ,1,Married,"9714,0",5323,1,No,11,"3,0",4,1,,4,"3,0",10,,6,7,"9714,0",1993,,Yes
238,38,No,travel rarely,1245.0,,14,3,life sciences,"1582,0",3,Male,80,3,2, sales executive ,2,Married,"9924,0",12355,0,,11,"3,0",4,1,"10,0",3,"3,0",9,,7,7,"9924,0",1985,,1
239,50,No,,1234.0,,20,5,medical,"1606,0",2,Male,41,3,4, healthcare representative ,3,,"11245,0",20689,2,,15,"3,0",3,1,"32,0",3,"3,0",30,,12,13,"11245,0",1973,,0
240,39,No,travel rarely,170.0,,3,2,,,3,Male,76,2,2, laboratory technician ,3,,"3069,0",10302,0,,15,"3,0",4,1,,3,,10,,0,7,"3069,0",1984,,True
241,34,No,travel rarely,1130.0,,3,3,,"1658,0",4,Female,66,3,2, research scientist ,2,,,19332,1,No,12,"3,0",3,1,"11,0",2,"3,0",11,,7,9,,1989,,True
242,54,No,travel rarely,584.0, research & development ,22,5,,"1665,0",2,Female,91,3,4, manager ,3,,,18685,3,,25,"4,0",3,1,"36,0",6,"3,0",10,,4,7,,1969, manager  -  research & development ,Yes
243,41,No,travel rarely,918.0,,6,3,marketing,,4,Male,35,3,3, sales executive ,3,,"9241,0",15869,1,No,12,"3,0",2,0,,3,"3,0",10,,8,7,"9241,0",1982,,False
244,39,No,,792.0,,1,3,life sciences,"1737,0",4,Male,77,3,2, laboratory technician ,4,Married,"6472,0",8989,1,,15,"3,0",4,1,,2,"3,0",9,,5,8,"6472,0",1984,,1
245,40,No,travel rarely,611.0,,7,4,,,2,Male,88,3,5, manager ,2,,,4349,1,No,14,"3,0",2,0,,3,"2,0",21,,12,8,,1983,,0
246,33,No,,,,4,3,technical degree,,4,Male,90,3,2, research scientist ,2,,"3055,0",6194,5,No,15,,4,2,"11,0",2,"2,0",9,,1,7,"3055,0",1990,,Yes
247,36,No,,1383.0,,10,3,life sciences,"1790,0",4,Male,90,3,3, healthcare representative ,1,,"8321,0",25949,7,,13,"3,0",4,1,"15,0",1,"3,0",12,,5,7,"8321,0",1987,,False
248,33,No,,867.0,,8,4,life sciences,,4,Male,90,4,1, research scientist ,1,Married,"3143,0",6076,6,No,19,"3,0",2,1,"14,0",1,"3,0",10,,7,6,"3143,0",1990,,True
249,34,No,travel rarely,,,8,2,,"1823,0",2,Male,92,4,2, sales executive ,3,,,22128,1,No,21,"4,0",3,2,"10,0",5,"3,0",10,,4,8,,1989,,False
250,29,No,travel frequently,574.0, research & development ,46,1,medical,,4,Male,40,3,1, laboratory technician ,4,Married,,7003,1,No,13,,2,0,,3,"4,0",11,,3,10,,1994, laboratory technician  -  research & development ,0
251,46,No,travel rarely,706.0,,2,2,life sciences,"1857,0",4,Male,82,3,3, manufacturing director ,4,Divorced,"8578,0",19989,3,,14,"3,0",3,1,"12,0",4,"2,0",9,,4,7,"8578,0",1977,,Yes
252,27,No,travel rarely,728.0,,23,1,medical,"1864,0",2,Female,36,2,2, sales representative ,3,Married,,7018,1,No,21,"4,0",4,1,,5,"3,0",9,,5,8,,1996,,False
253,31,No,,311.0,,36,3,life sciences,"1881,0",2,Male,89,3,2, laboratory technician ,3,Divorced,"4197,0",18624,1,No,11,"3,0",1,1,"10,0",2,"3,0",10,,0,2,"4197,0",1992,,False
254,45,No,travel rarely,556.0, research & development ,25,2,life sciences,"1888,0",2,Female,93,2,2, manufacturing director ,4,,,23888,0,No,13,,4,2,"10,0",2,"2,0",9,,3,8,,1978, manufacturing director  -  research & development ,1
255,34,No,travel rarely,937.0,,1,3,marketing,"1950,0",1,Male,32,3,3, sales executive ,4,,"9888,0",6770,1,No,21,"4,0",1,0,"14,0",3,"2,0",14,,2,1,"9888,0",1989,,False
256,31,No,,1125.0, research & development ,1,3,life sciences,,4,Male,48,1,2, research scientist ,1,Married,,5771,1,,21,,2,0,"10,0",6,"3,0",10,,8,7,,1992, research scientist  -  research & development ,1
257,35,No,,1224.0,,7,4,,"1962,0",3,Female,55,3,2, sales executive ,4,,,13586,1,Yes,11,"3,0",4,0,"10,0",2,"3,0",10,,0,9,,1988,,0
258,39,No,travel rarely,119.0,,15,4,marketing,"1975,0",2,Male,77,3,4, sales executive ,1,Single,"13341,0",25098,0,No,12,"3,0",1,0,"21,0",3,"3,0",20,,11,10,"13341,0",1984,,0
259,40,No,travel rarely,444.0,,2,2,marketing,"1986,0",2,Female,92,3,2, sales executive ,2,Married,"5677,0",4258,3,No,14,"3,0",3,1,,4,"3,0",11,,5,10,"5677,0",1983,,1
260,30,No,travel rarely,911.0,,1,2,medical,,4,Male,76,3,1, laboratory technician ,2,Married,,4077,1,No,13,"3,0",3,0,"12,0",6,"2,0",12,,1,7,,1993,,0
261,47,No,,, research & development ,1,1,,"2000,0",3,Female,98,3,3, research director ,2,Married,,17231,0,No,18,"3,0",1,2,"14,0",3,"1,0",13,,5,12,,1976, research director  -  research & development ,1
262,52,No,non travel,585.0,,29,4,,,1,Male,Not Available,3,1, sales representative ,4,Divorced,,19788,2,,15,"3,0",2,2,"16,0",3,,9,,0,0,,1971,,1
263,49,No,travel frequently,,,8,1,,"2,0",3,Male,61,2,2, research scientist ,2,Married,,24907,1,No,23,"4,0",4,1,"10,0",3,"3,0",10,,1,7,,1974,,True
264,33,No,travel frequently,1392.0,,19,4,life sciences,"5,0",19,Female,56,3,1, research scientist ,3,Marreid,"2909,0",23159,1,,11,"3,0",3,0,,3,"3,0",8,,3,0,"2909,0",1990,,Yes
265,32,No,,1005.0,,2,2,life sciences,,4,Male,79,3,1, laboratory technician ,4,,,11864,0,,13,"3,0",3,0,"8,0",2,"2,0",7,,3,6,,1991,,1
266,38,No,travel frequently,, research & development ,23,3,,,4,Male,44,2,3, manufacturing director ,3,,"9526,0",8787,0,No,21,"4,0",2,0,,2,"3,0",9,,1,8,"9526,0",1985, manufacturing director  -  research & development ,1
267,36,No,travel rarely,1299.0, research & development ,27,3,medical,,3,Male,94,3,2, healthcare representative ,3,,,16577,6,,13,"3,0",2,2,"17,0",3,"2,0",7,,7,7,,1987, healthcare representative  -  research & development ,Yes
268,42,No,,,,8,4,,"35,0",3,Male,48,3,2, sales executive ,2,,"6825,0",21173,0,,11,,4,1,"10,0",2,"3,0",9,,4,2,"6825,0",1981,,False
269,31,No,,655.0, research & development ,7,4,life sciences,"76,0",4,Male,48,3,2, laboratory technician ,4,Divorced,,9528,3,No,22,"4,0",4,1,,3,"2,0",7,,1,7,,1992, laboratory technician  -  research & development ,False
270,31,No,travel rarely,746.0,,8,4,,"98,0",3,Female,61,3,2, manufacturing director ,4,Single,"4424,0",20682,1,No,23,"4,0",4,0,"11,0",2,"3,0",11,,1,8,"4424,0",1992,,0
271,51,No,,632.0,,21,4,marketing,"120,0",3,Male,71,3,2, sales executive ,4,,"5441,0",8423,0,,22,"4,0",4,0,"11,0",2,"1,0",10,,1,0,"5441,0",1972,,True
272,34,Yes,travel frequently,658.0,,7,3,,"147,0",1,Male,66,1,2, laboratory technician ,3,,"6074,0",22887,1,Yes,24,"4,0",4,0,"9,0",3,,9,,0,6,"6074,0",1989,,True
273,36,No,,1467.0,,11,2,technical degree,"154,0",2,Female,92,3,3, sales executive ,4,,,22952,0,No,14,"3,0",3,1,"10,0",6,"3,0",9,,2,8,,1987,,False
274,30,No,travel frequently,1312.0,,23,3,,"159,0",1,Male,96,1,1, research scientist ,3,Divorced,,22310,1,No,25,"4,0",3,3,,2,"2,0",10,,0,9,,1993,,False
275,33,No,non travel,750.0,,12,2,,"160,0",12,Male,95,3,2, sales executive ,2,Marreid,"6146,0",15480,0,,13,"3,0",1,1,,2,"4,0",7,"7,0",0,7,"6146,0",1990,,True
276,31,Yes,,249.0,,6,4,life sciences,"163,0",2,Male,76,1,2, sales executive ,3,Married,"6172,0",20739,4,,18,"3,0",2,0,,3,"2,0",7,,7,7,"6172,0",1992,,False
